"","tweet","sentiment"
"908","consider project successful promising directions idea well","positive"
"909","fifa vs pm vs pm vs pm","neutral"
"910","never said stadiums didi said whole infrastructurethe c","neutral"
"911","will show world cup germany needs beat costa rica hope spain defeats japan japan earns d","positive"
"912","ticket world cup final italy czechoslovakia closest heart mo","neutral"
"913","beloved beautiful countries world cup fans sing solidar","positive"
"914","fan wears tshirt picture jerusalemite prisoner ahmed manasra world cup matches qatar men","negative"
"915","fifa world cup kicked sunday continues dec met controversy usual due t","negative"
"916","days fifa world cup qatar fans already betting will make far year","positive"
"917","fifa vs pm vs pm vs pm","neutral"
"918","croatia canada canada eliminated world cup qatar nov","neutral"
"919","world cups hottest fan ready cheer croatia mini dress despite modesty warning qatar","positive"
"920","morocco spring huge surprise stun belgium group f match fifa world cup powered vision","negative"
"921","predict perfect match win perfectly match score upcoming world cup matches stand cha","positive"
"922","soccer excellent great goals big upsets passion pitch soccer unifier","positive"
"923","will result croatia vs canada match fifa group stage matchday cro","neutral"
"924","will result spain vs germany match fifa group stage matchday draw","neutral"
"925","will result belgium vs morocco match fifa group stage matchday mo","neutral"
"926","qatar helping iran silence dissidents world cup","neutral"
"927","will result poland vs saudi arabia match fifa group stage matchday","neutral"
"928","will result japan vs costa rica match fifa group stage matchday c","neutral"
"929","will result france vs denmark match fifa group stage matchday fra","neutral"
"930","energyrich qatar faces fastrising climate risks home","negative"
"931","morocco belgium world cup qatar","neutral"
"932","celebrate world cup qatar new users register now will get free sign","positive"
"933","csr released special performance ticon support south korea fifa qatar world cup","positive"
"934","will result qatar vs senegal match fifa group stage matchday sene","neutral"
"935","will result netherlands vs ecuador match fifa group stage matchday","neutral"
"936","will result tunisia vs australia match fifa group stage matchday","neutral"
"937","will result england vs usa match fifa group stage matchday draw","neutral"
"938","strange tweet leaving aside corruption qatar regime hosting world cup really showcasing","negative"
"939","well done fifa enabling bigoted countries like qatar allowing refuse play israel","positive"
"940","world cup qatar beautiful ma sha allah bringing muslims together showing support palestine","positive"
"941","police detained dozen people made one arrest moroccos victory world cup","positive"
"942","must join project will future communications will provide many appli","neutral"
"943","qatar bribed fifa get world cup responsible de facto enslavement death","negative"
"944","will result wales vs iran match fifa group stage matchday iran","neutral"
"945","idc people say world cup fun wish qatar rn fellow arabs interviews","positive"
"946","support iranian team match asked non iranians just match world cup","positive"
"947","watching boycotting like talking th","positive"
"948","insist referring world cup held electric qatar explain joke everytime","negative"
"949","riyadh messi side brand ambassador visit saudi arabia whose adverts pumped m","neutral"
"950","qatar paid fortune pointless prestige megalomaniac ambition qatar get things done","positive"
"951","dreamers jung kook fifa opening ceremony debuts youtubes weekly global top music","neutral"
"952","watching qatar world cup diary see thats right beautiful","positive"
"953","beloved palestine beautiful countries morocco world cup fans sing solidarity pal","positive"
"954","think project professional working team project will grow strongl","neutral"
"955","time qatar world cup people killed islamic republic","negative"
"956","clear now everyone especially sharing videos israeli journalists","positive"
"957","abdullah al nasari head security world cup qatar","neutral"
"958","ready accompany project ready project","positive"
"959","made video qatar world cup sticker album dead workers","negative"
"960","seriously cnn fans misleading headline two guys two guys discredit","negative"
"961","though israel leading normalisation campaign within arab world arab fans qatar world cup ref","positive"
"962","qatar helping iran silence dissidents world cup","neutral"
"963","serbia face fifa probe kosovo flag qatar world cup footballnews","neutral"
"964","think project professional working team project will grow strongl","neutral"
"965","bad fucked wanted multi cultural world cup right well","positive"
"966","mexicans can say putos bc homophobic fifa holds world cup qatar","neutral"
"967","fifa world cup drama watch qatar world cup coverage becomes nightmare journalists one gets robbed air c","negative"
"968","fifa spain vs germany fulltime","neutral"
"969","thank creating great project wish project great success","positive"
"970","qatar literally apartheid slave state killed people host world cu","negative"
"971","protested security advised remove rainbow watch reluctantly agreed now bbc camera","negative"
"972","world cup vibes qatar look fun","positive"
"973","bad fucked wanted multi cultural world cup right well","positive"
"974","somebody probably tell guy arab equivalent muslim also let know qatars actions dur","neutral"
"975","qatar world cup fans feast rustlerlike burger","positive"
"976","sketch sung ka yan modern metropolis fun money activities gold silver pen cm x c","positive"
"977","us football team account insulted flag amp removed name allah elim","negative"
"978","fifa much answer many migrant workers died qatar know human cost","negative"
"979","soccer excellent great goals big upsets passion pitch soccer unifier al","positive"
"980","impact qatar world cup expected enough fun lets best","positive"
"981","article displays kind power protwitter censorship crowd wants side china pushin","neutral"
"982","loving world cup think qatar hosting ittoo small way used basically slave labor problem","negative"
"983","heading world cup built nft platform algorand blockchain africa v","neutral"
"984","morgan freeman didnt endorse country anyones polic","positive"
"985","fifa fifa world cup highlights via","neutral"
"986","check article","neutral"
"987","iran lodges protest fifa us soccer flag post qatar world cup news east autonews","negative"
"988","croatians glorified storm world cup ethnic cleansing serbs celebrated qatar today mi","positive"
"989","fifa world cup invited qatar give deen ki dawat remember qatar forced india sack","negative"
"990","qatar world cup one image people died years exploitation overwork poor immigra","negative"
"991","qatar world cup final","neutral"
"992","seats lying empty qatar invites dreaded muslim terrorist zakir naik preach islamic terrorism","negative"
"993","wonderful world cup qatar","positive"
"994","event fifa bonus new member sportbook new amp old link","positive"
"995","event fifa bonus new member sportbook new amp old link","positive"
"996","fan holds picture journalist shireen abu akleh stands canadacroatia world cup match qatar","neutral"
"997","streets qatar world cup see hostile attitude towards israel world silent","neutral"
"998","surprises shocks upsets","negative"
"999","takes ive seen years world cup probably weirdest qatar showcased brutal oppression","negative"
"1000","usado shazam para descubrir dreamers music fifa official soundtrack de jung kook","negative"
"1001","blockberry creative explains couldnt appear mbc fifa qatar world cup preview show today due overl","positive"
"1002","state weather agency issued forecast cold wave rain spite thousands fans expecte","negative"
"1003","qatar needs get round qatar world cup news read","neutral"
"1004","costa rica produced late smash grab beat japan sunday giving germany potential rout","negative"
"1005","filmed inside several qatars squalid labor camps migrant workers south asia building world cup wo","neutral"
"1006","germany players cover mouths onelove armband controversy qatar world cup news al jazeera","negative"
"1007","hand god qatar superfan joins action ninth world cup world cup trips h","neutral"
"1008","fifa qatar world cup","neutral"
"1009","fifa qatar world cup","neutral"
"1010","wiggildinho ftm delegators staked amp lockedup least ftm opera validator","neutral"
"1011","spain played enthralling draw leading germany dramatic finish group e match","positive"
"1012","fifa qatar world cup","neutral"
"1013","fifa qatar world cup","neutral"
"1014","world cup day comes end whoa excitement will day bring share guesses","positive"
"1015","fifa qatar world cup","neutral"
"1016","qtr worldcup schedule wall chart world soccer game schedule poster home office soccer matches football tour","neutral"
"1017","fifa qatar world cup","neutral"
"1018","photos world cup like qatar","positive"
"1019","full story","neutral"
"1020","fifa qatar world cup","neutral"
"1021","germany salvages draw spain world cup hopes still hang balance","negative"
"1022","germany salvages draw spain world cup hopes still hang balance","negative"
"1023","fifa qatar world cup","neutral"
"1024","fifa qatar world cup","neutral"
"1025","fifa qatar world cup","neutral"
"1026","secret agreement qatar iran works hide signs opposition iran international channel reported","neutral"
"1027","bayern munich leftback year old alphonso davis scored fastest goal fifa world cup qatar t","positive"
"1028","serves us right going first fucking place welcome israelis shunned qatar world cup","neutral"
"1029","allegations corruption harsh conditions facing migrant workers explainer controve","negative"
"1030","wales wears rainbow sleeve defiant stand qatar loses today god shown mercy us real","negative"
"1031","israeli journalists tell difficult experiences covering world cup qatar rest peace","neutral"
"1032","beautifull azaan fifa world cup qatar","neutral"
"1033","hey guys new video uploaded youtube fifa running field fifa","neutral"
"1034","disrespect characteristic","negative"
"1035","qatar extremely economically advanced alhamdillah said","positive"
"1036","world cup casemiro key brazils hopes qatar gilberto silva","neutral"
"1037","qatar banned lion ampamp sun world cup hasnt stopped freedom seekers displaying","positive"
"1038","world knows palestine must free","positive"
"1039","iran international announced midnovember qatar revoked permission reporters crew co","neutral"
"1040","ugreenelec team refuels qatar world cup","neutral"
"1041","denmark wanted wear shirt way show protesting world cup als","negative"
"1042","still remember first world cup watched years old japan","neutral"
"1043","tunisia fans raise massive free palestine banner qatar world cup","positive"
"1044","world cup wales supporter dies qatar","neutral"
"1045","iran coordinated qatar suppress opposition world cup documents seized black reward","negative"
"1046","assalamu alaikum football fans around globe try hand saying islamic greeting th","positive"
"1047","jung kook dreamers fifa opening ceremony","negative"
"1048","favourite footballer","neutral"
"1049","apple music top vdeos brasil dreamers astronaut yet come","positive"
"1050","christians boycott soccer world cup qatar human rights abuse","negative"
"1051","iranian authorities worked qatar suppress antiregime expressions ongoing fifa world cup","neutral"
"1052","still remember first world cup watched years old japan","neutral"
"1053","fake palestinians world cup theyre qatar","negative"
"1054","every one use send letter fifa let know n","neutral"
"1055","qatar world cup last week tonight john oliver hbo via","neutral"
"1056","still remember first world cup watched years old japan","neutral"
"1057","discussing qatar","neutral"
"1058","mrna depopulation shots interesting mix qatar world cup results world","positive"
"1059","forget world cup qatar minehead excitement weekend","positive"
"1060","expletives redacted","neutral"
"1061","read","neutral"
"1062","watching world cup example million traveled qata","neutral"
"1063","fifa","neutral"
"1064","fifa","neutral"
"1065","article written good friend spot regarding hypocrisy towards qatar th","neutral"
"1066","palestinians angry qatar world cup","negative"
"1067","another upset morocco beats belgium","negative"
"1068","cant make stuff exclusive world cup soccer fans stopped security officials wearing rainbowcolored","positive"
"1069","people trying hard put mud qatars name just became world cup host anj ya jangan res","negative"
"1070","claim inhabitants gulf states harbor ill will toward state israel now","neutral"
"1071","teams compete world cup also hope shares can score","neutral"
"1072","world cup given us platform make voice heard palestinians wave flag high qatar wo","neutral"
"1073","top msicas youtube global novo dreamers fifa opening ceremony","positive"
"1074","despite prince mohammeds recent directives state institutions support qatars world cup efforts rem","positive"
"1075","fifa made complete collection can found","neutral"
"1076","fifa switzerland vs cameroon nov utc come sportsfi","neutral"
"1077","hand god qatar superfan joins action ninth worldcup","neutral"
"1078","germany keep world cup hopes alive morocco stun belgium","negative"
"1079","white west outraged envious qatar wealthy can purchase entire world cup muslim arab","neutral"
"1080","photos fullkrugs late goal earns germany draw spain qatar world cup news","neutral"
"1081","qatar great hosts world cup just need work human rights paying","positive"
"1082","us betting extremely young team world cup qatar youth teams greatest asset","positive"
"1083","world cup saudi arabia wouldnt see ugly scenes saudi arabia oppose behavior support","negative"
"1084","episode fifa world cup showwe looked group stageround one matches ongoing fifa world cup","neutral"
"1085","boycotting world cup qatar","neutral"
"1086","mathematical model university oxford predicts path fifa brazil will beat belgiu","neutral"
"1087","portugal official football team statistics portugal fifa qatar world cup squad","neutral"
"1088","top iran footballer arrested club spreading propaganda state detention voria ghafouri","neutral"
"1089","vidio fifa bulan private mobile k private screen k full garansi amp trus","neutral"
"1090","im disappointed fifa made feel excluded australian footballer josh cavallothe openly gay socc","neutral"
"1091","fifa qatar world cup","neutral"
"1092","played fifa","neutral"
"1093","fifa qatar world cup","neutral"
"1094","fifa qatar world cup","neutral"
"1095","perhaps can find slot explain felt qatar never host world","neutral"
"1096","alex scott lets hope next world cup never conversations next world c","neutral"
"1097","fifa airs live polish public televisionwith dolbyatmos andpersonalizableaudio uh","neutral"
"1098","fifa qatar world cup","neutral"
"1099","migrant workers helped build qatars world cup tournament now struggling survive cnn","neutral"
"1100","fifa qatar world cup","neutral"
"1101","fifa qatar world cup","neutral"
"1102","israelis shunned qatar world cup welcome","neutral"
"1103","utalk forum conduct campaign right now predict winner qatar world cup","positive"
"1104","s draw spain germany goalscorer niclas fllkrug said can now take every bit","neutral"
"1105","fifa qatar world cup","neutral"
"1106","fifa qatar world cup","neutral"
"1107","fifa qatar world cup","neutral"
"1108","thanks chatting","neutral"
"1109","years tournament dominated offfield matters look issues around labor used buil","neutral"
"1110","hand god qatar superfan joins action ninth worldcup","neutral"
"1111","fifa one week underway world cup predictions season let u","neutral"
"1112","fifa qatar world cup","neutral"
"1113","book banned amazon germany purportedly compare new normal totalitarianism nazi germany","neutral"
"1114","international press reports north african fans rioting brussels lost","neutral"
"1115","qatar spent usd billion hosting fifa world cup andh bhakt throught boycott qatar airways trend will","negative"
"1116","fifa sells million tickets world cup inqatar","neutral"
"1117","theres much rage qatar finally broken colour barrier become first arab","negative"
"1118","qatar world cup finally understand europeans pathetic hypocrite can respec","negative"
"1119","political futbol short history politics reared ugly head","negative"
"1120","one word sums first week qatar world cup first hosted middle east palestine people","neutral"
"1121","state qatar oh world hosted world cup dazzled world qatari people spread islam","positive"
"1122","gifts free trips extent qatars access westminster laid","positive"
"1123","sure players really trying world cup reduced another event calendar t","neutral"
"1124","controversies associated happening just bc world cup taking place","neutral"
"1125","jungkook dreamers music fifa official soundtrack melon gen","neutral"
"1126","nico williams vs germany skills amp highlights","neutral"
"1127","fifa qatar world cup","neutral"
"1128","fifa qatar world cup","neutral"
"1129","frankly condemn qatar hosting world cup stayed silent israel hosting eurov","neutral"
"1130","controversy around world cup qatar led footballers looking ways speak injustic","neutral"
"1131","israelis shunned qatar world cup welcome jerusalem post","neutral"
"1132","fifa qatar world cup","neutral"
"1133","concacaf qatar results qualify united states mexico costa rica round","positive"
"1134","one thing qatar resist gay hard hard mad","negative"
"1135","fifa qatar world cup","neutral"
"1136","hes pretty well respected uefa ref ive always able rec","positive"
"1137","fifa qatar world cup","neutral"
"1138","watch qatar fifa world cup live now world cup highlights spain germany battle","neutral"
"1139","fifa qatar world cup","neutral"
"1140","watch qatar fifa world cup live now germany save world cup hopes draw vs s","neutral"
"1141","watch qatar fifa world cup live now john herdman canada overconfident loss vs cro","negative"
"1142","watch qatar fifa world cup live now will costa ricas upset japan fuel past","negative"
"1143","watch qatar fifa world cup live now morocco expose belgium shocking upset victory","negative"
"1144","fifa qatar world cup","neutral"
"1145","fifa qatar world cup","neutral"
"1146","doha qatar representative irans soccer federation sunday called united states expelled fr","neutral"
"1147","fifa qatar world cup","neutral"
"1148","world cup group nov jam netherlands vs qatar prediksi liga sedayu netherlands","negative"
"1149","fifa world cup november teams playing qatartoday","neutral"
"1150","absolutely love track jung kook amp hoping version arabic v","neutral"
"1151","leaked audio recording farsnews irgc commander speaking seems oddly specific details","negative"
"1152","fifa qatar world cup","neutral"
"1153","fifa qatar world cup","neutral"
"1154","annoying big football fan listen journalists commentary england t","negative"
"1155","fifa qatar world cup","neutral"
"1156","im now connected lgbtq qataris arent publicly continue hear awful stories persecution","negative"
"1157","fifa qatar world cup","neutral"
"1158","espero q tolere intolerveis como franqueados look forward t","neutral"
"1159","qatar world cup opening tonight message adidas worker indonesia lionel messi captain","neutral"
"1160","fifa iran vs usa qatar world cup k gameplay ps via","neutral"
"1161","qatar buy world cup super super super show just ruined soccer","positive"
"1162","ok rephrase germany team really care human right violation","neutral"
"1163","football stay separate politics former england manager sam allardyce says world cup purel","neutral"
"1164","think know fifa better friends beat friends special chall","positive"
"1165","fuck messi fuck ronaldo fuck mbappe fuck argentina fuck brazil fuck spain fuck france fuck portugal fuck fifa fu","negative"
"1166","fuck messi fuck ronaldo fuck mbappe fuck argentina fuck brazil fuck spain fuck france fuck portugal fuck fi","negative"
"1167","things qatar world cup can appreciate sayings prophet every corner promoting beauty","positive"
"1168","seen burst fans descend upon small arab nation accommodat","positive"
"1169","ahh yes thank lovense love getting dirty fifa","positive"
"1170","canada gets first goal qatar world cup croatia dominates play eliminating canadians advanc","positive"
"1171","unable understand fifa world cup islam world cupqatar banned alcohol f","negative"
"1172","guy spot embarrassment africa world cup thieves screenshot qatar","negative"
"1173","egyptian man got almost physically attacked qatar suspicion jewish israeli security just total","negative"
"1174","watch video patorankings mother surprises lands qatar prior world cup performance","neutral"
"1175","hello football lover amp fan worldwide tickets hospitality travels offering rare opportunity","positive"
"1176","summary matter around world cup qatar syp stay strong qatar muslim umah proud qatar h","positive"
"1177","culture wars pretentions american global liberal aspirations find forefront world c","positive"
"1178","uk youtube trending video jung kook dreamers fifa opening ceremony","negative"
"1179","hello football lover amp fan worldwide tickets hospitality travels offering rare opportunity","positive"
"1180","welcome qatar saw celebrating saudi fans really great also w","positive"
"1181","riots broke several cities belgium netherlands sunday night following belgiums defeat","neutral"
"1182","multiple israelis claimed met atmosphere hostility hatred world cup qatar wit","negative"
"1183","just wanna say thank mr barnes saw u tv talking world cup qa","positive"
"1184","going shred king charles refuses return millions pounds received world cup host qatar","negative"
"1185","fans watch qatar world cup group c match argentina mexico lusail stadium saturda","positive"
"1186","croatian model dubbed world cups sexiest fan flouts muslim qatars draconian dress code rules seri","negative"
"1187","two german soccer fans told cnn asked remove rainbowcolored items wearing made way","positive"
"1188","canada became second team get knocked qatar world cup sad news though","negative"
"1189","hello football lover amp fan worldwide tickets hospitality travels offering rare opportunity","positive"
"1190","organize fifa world cup qatar fascist regressive islamic terrorist state","negative"
"1191","niclas fllkrugs late strike enough salvage point germany spain qualification group e goes","neutral"
"1192","attacking qatar hosting world cup kinda dumb imho","negative"
"1193","follow account ill portal jon sokoloff qatar cover world cup","neutral"
"1194","first time history fifa children hufaaz quran memorizers invited recitation holy quran","positive"
"1195","world cup newsletter three keys usmnt victory vs wales qatar opener plus best bets","positive"
"1196","ok european countries canada usa qatar world cup","neutral"
"1197","joy sweeps morocco victory","positive"
"1198","alhamdulilah islam stay strong qatardont need imitate failed westerners jnp muslim","neutral"
"1199","moroccan football fans unfurled free palestine banner th minute stunning qatar world cup","positive"
"1200","beat wc broke p","negative"
"1201","exposure global media actually end flipping china democracy just like thought t","positive"
"1202","usmnt world cup roster snubs ranked zack steffen ricardo pepi deserved qatar squad","neutral"
"1203","morocco just beaten belgium second match takes lead group f points morocco fo","positive"
"1204","serge gnabry v spain qatar world cup","neutral"
"1205","can watch fifa world cup live streams anywhere world go live watc","neutral"
"1206","match day vii world cup rate performance teams world cup","neutral"
"1207","youtube charts al nov top videos musicales jung kook dreamers fifa","neutral"
"1208","canada qatar world cup using inventive ways stem nose bleed bbc commentator dare mention","neutral"
"1209","canada join qatar world cup","neutral"
"1210","next game will","neutral"
"1211","accountfollow us onpowered find amp invest bonds issued top corporates psu banks nbfcs much","positive"
"1212","come watch fifa world cup qatar listening call allah converted islam allahu","neutral"
"1213","team united kingdom playing pretend world cup whole internationa","negative"
"1214","slowly surely soccer becoming impactful sport frontofconscious sport canadians viu","negative"
"1215","canada world cup tifo canada back world cup years arent stadium qata","neutral"
"1216","wont going qatar problem hosting","negative"
"1217","sounds like theres awful lot racists world cup antisemitism bad thing blamin","negative"
"1218","im pretty sure percent world agree words seriously whole q","positive"
"1219","match day vii world cup rate p","neutral"
"1220","panini football star card box qatar world cup soccer star collection messi ronaldo footballer limited fan card","negative"
"1221","fifa ecuador vs senegal qatar world cup k gameplay ps via","neutral"
"1222","riots brussels morocco defeated belgium qatar world cup","positive"
"1223","watch tunisian fans raise free palestine flag tunisia vs australia world cup match qatar","positive"
"1224","qatar world cup england top nations urged ditch fifa tournament","positive"
"1225","ready vidio world cup bulan sharing u k u k bulan private k t paket vidio","positive"
"1226","qatar needs get round qatar world cup news","neutral"
"1227","watch video patorankings mother surprises lands qatar prior world cup performance","neutral"
"1228","t youtube spotify viu wetv iqiyi anti limit hbogo apple music appmus inshot lightroom icloud tezza quillbot unfol","negative"
"1229","match day vii world cup rate performance teams world","neutral"
"1230","hello football lover amp fan worldwide tickets hospitality travels offering rare opportunit","positive"
"1231","qatar banning alcohol soccer stadiums world cup well within rights host country amp u can","positive"
"1232","moroccan fans continue vandalizing attacking police brussels morocco defeated belgium w","positive"
"1233","hello football lover amp fan worldwide tickets hospitality travels offering rare opportunity","positive"
"1234","shock loss teams world cup hopes hanging thread sparked violent riots streets belgium","negative"
"1235","else going boycott watching world cup whatever sht qatars e","negative"
"1236","match day vii world cup rate performance teams world cup","neutral"
"1237","much significant problems surrounding fifas decision awardsell world cup qatarbut qatars d","neutral"
"1238","shock loss teams world cup hopes hanging thread sparked violent riots streets belg","negative"
"1239","first time history fifa children hufaaz quran memorizers invited recitation holy qu","positive"
"1240","hello football lover amp fan worldwide tickets hospitality travels offering rare opportunity","positive"
"1241","stream s new single dreamers","neutral"
"1242","wish went qatar year world cup dont think theyll ever host muslim country","neutral"
"1243","round starts days","neutral"
"1244","hello football lover amp fan worldwide tickets hospitality travels offering rare opportunity fo","positive"
"1245","portugal will revenge mission attempt make two world cup wins two againsturuguay","neutral"
"1246","seems covid story now look ppl world cup qatar","neutral"
"1247","appearing alongside teammates national anthem moroccos goalkeeper mysteriously failed take t","negative"
"1248","qatar world cup israeli reporters faced naked truth","neutral"
"1249","enner valencia brace enough defeat host nation qatar world cups opening match qatar disappoin","positive"
"1250","buat yang mungkin belum ngeh inilah official soundtrack world cup hayya hayya better together first sing","positive"
"1251","match day vii world cup rate performance teams world cup","neutral"
"1252","hosting tournament undoubtedly put qatar global spotlight question whether wor","neutral"
"1253","will show world cup germany needs beat costa rica hope spain defeats japan japan e","positive"
"1254","couple weeks ago eurgh world cup november also qatar sucks country wont watch dont think","negative"
"1255","fact people saying cant im representing lgbt reason theyre","neutral"
"1256","adidas makes five messi field cup qatar","neutral"
"1257","hatred lihwd main headline todays yedioth ahronoth newspaper israeli correspondents without e","negative"
"1258","match day vii world cup rate performance teams th","neutral"
"1259","will keep picking everyday religion red line us im glad world cup happened","positive"
"1260","last straw fifas corruption oppressors learned capitalists principles always seem b","negative"
"1261","frankly condemn qatar hosting world cup stayed silent israel hosting euro","neutral"
"1262","cant ignore human rights issues plaguing world cup host countryqatar","negative"
"1263","match day vii world cup rate performance teams world cup","neutral"
"1264","frankly condemn qatar hosting world cup stayed silent israel hosting eur","neutral"
"1265","germany vs japan group e goals amp extendedfifa","neutral"
"1266","remember mothers migrant workers died building qatar world cup site","negative"
"1267","match day vii world cup rate performance teams world cup","neutral"
"1268","brazil confident neymar will return lead bid win sixth despite worlds expensive player","positive"
"1269","germany score late snatch draw spain qatar world cup news fullkrug re","neutral"
"1270","morocco deliver another shocker qatar win belgium","positive"
"1271","match day vii world cup rate performance teams world cup","neutral"
"1272","hot dog qatar world cup qar","positive"
"1273","terrible take","negative"
"1274","match day vii world cup rate performance teams world cup","neutral"
"1275","thomas parteys parent qatar cheer son ahead black stars world cup game south korea love","positive"
"1276","corruptionthe way treat migrants gay peopleit shouldnt","neutral"
"1277","event fifa bonus new member sportbook new amp old link","positive"
"1278","fifa world cup organizers want fans concentrate sporting actionbut many feel host nation qatars human rights rec","positive"
"1279","fifa wales vs england qatar world cup k gameplay ps via","neutral"
"1280","hundreds pakistani students expats qatar working tirelessly ensure success fifa world cup","positive"
"1281","total nations taking part world cup qatar expecting passengers day fly doh","neutral"
"1282","qatar going get tourism payoff world cup one thing financially powerful innovati","positive"
"1283","qatar going get tourism payoff world cup one thing financially powerful innovati","positive"
"1284","s draw spain germany goalscorer niclas fllkrug said can now take every bit","neutral"
"1285","authorities worked suppress antiregime expressions ongoing fifa world cup gu","neutral"
"1286","ten years hurt guardian reported qatars world cup working conditions qatar guardian","negative"
"1287","usado shazam para descubrir dreamers music fifa official soundtrack de jung kook","negative"
"1288","muslim nations arent well world cup qatar allah rewarding us s","positive"
"1289","lionel messis opening goal argentinas win mexico last night will rightly go one greatest mom","positive"
"1290","qatar world cup students expelled refusing remove spanish flag catalanclass","negative"
"1291","watch world cup soccer qatar becomes easy imagine conflicts nations deb","neutral"
"1292","england fan qatar speaks talktv treatment fans world cup dont realise places like","positive"
"1293","hope germany doesnt qualify th round qatar world cup year","positive"
"1294","time lapse qatar transformed ground zero huge stadium complexes fifa world cup","negative"
"1295","world cup netherland qatar","neutral"
"1296","qatar reviews plan invest london world cup ad campaign issues","negative"
"1297","wouldnt say kdb decline think stats pl still hes just differe","negative"
"1298","following defeat belgium morocco qatar fifa world cup riots took streets hague rotterdam amst","positive"
"1299","world cup loved people world started qatar country japan will also participate","positive"
"1300","world cup qatar","neutral"
"1301","qatar world cup ost","neutral"
"1302","news missed weekend thanksgiving shooting kills houston gay soccer clubs thoughts qatar world cup","negative"
"1303","wales fan dies qatar supporting country world cup","neutral"
"1304","see venues marked cup ads cheer qatar world cup","positive"
"1305","imagine losing job someone will just say sorry end day","negative"
"1306","cheer world cup qatarexpect world cup game global sensation","positive"
"1307","fourteen teams qualified world cup least one player origin squa","positive"
"1308","portraits fifa joshua kimmich","neutral"
"1309","okay since world cup qatar islamic country make cute little mascot laeeb djinn","positive"
"1310","completely agree posted americans love say world cu","positive"
"1311","nov qatar portugal faced ghana group h match scored penalty th min","negative"
"1312","fifa spain vs germany fulltime","neutral"
"1313","panini world cup stickers qatar kylian mbappe gold sp last shipped take shipped","positive"
"1314","qatar didnt get nominated wold cup playing world cup host","neutral"
"1315","theres israel fan tells reporter welcome qatar","positive"
"1316","canada became second team qatar get fifa world cup dohacanada became second team","neutral"
"1317","qatar world cup football leaving behind lgbt fans bbc","positive"
"1318","portugal national team world cup qatar","neutral"
"1319","ahh yes thank lovense love getting dirty fifa","positive"
"1320","solid employment opportunity fake world cup fans flown qatar","positive"
"1321","world cup russia banned qatar fans cheer serbian brothers","positive"
"1322","short logistically painful complex stop qatar world cup riyadh ive r","negative"
"1323","world cup russia banned qatar fans cheer serbian brothers","positive"
"1324","first time history fifa childrenwho hufaaz quran memorizers invited recitation holy quran","positive"
"1325","really dont think aztecs mayans even late stage romans hell just think qat","negative"
"1326","first time history fifa children hufaaz quran memorizers invited recitation holy qu","positive"
"1327","im concerned qatar working hard showcase culture htt","negative"
"1328","moroccos first goal fifa thanks abdelhamid sabiri cafonline","neutral"
"1329","al rayyan qatar japan fans inside stadium world cup match costa rica photograph issei katoreute","positive"
"1330","inside stadium fifa world cup inqatar","neutral"
"1331","im angry qatar world cup shit","negative"
"1332","qatar helping iran silence dissidents","neutral"
"1333","children hufaaz quran memorizers invited recitation holy quran inaugural ceremony new","positive"
"1334","built exploitation real price qatar world cup video explainer guardians pete pattisson loo","negative"
"1335","helping iran silence dissidents world cup","neutral"
"1336","first time history fifa children hufaaz quran memorizers invited recitation holy qu","positive"
"1337","panini qatar world cup football star card box soccer star collection messi ronaldo footballer limited fan card","negative"
"1338","jungkook dreamers music fifa official soundtrack melon n","neutral"
"1339","argentina squad world cup without single black player coincidence either","neutral"
"1340","seeing zillion promotional ads world cup wow qatar looks like amazing place alcohol illegal","positive"
"1341","disgust human cost qatars world cup stadium infrastructure quickly reshaping see marvel o","neutral"
"1342","world cup buys qatar via","neutral"
"1343","may suggest watching john olivers review fifa qatars behavior leading world cup th","positive"
"1344","qatar revoked permission reporters crew cover world cup without providing explanation","neutral"
"1345","messi autograph qatar panini prizm world cup international ink argentina ends fri nd dec pm","neutral"
"1346","france denmark since football religion may better place view church","positive"
"1347","man qatar muslim arabs russa band gay world cup one t","neutral"
"1348","iran coordinated qatar suppress opposition world cup iranian opposition journalists people carrying","negative"
"1349","trending australian news stories nov nov tweets","neutral"
"1350","cameroon will battle serbia al janoub stadium matchday qatar world cup learn","neutral"
"1351","game second group stage qatar world cup attende","neutral"
"1352","world cup buys qatar via","neutral"
"1353","whole lot shouldnt supporting qa","positive"
"1354","mention like bro didnt care didnt issue personally affected unti","neutral"
"1355","cant go watch world cup qatar youre complaining bc cant visit middle east bc youre illega","negative"
"1356","think funny western world cares ab middle east like gulf countries like asia whe","positive"
"1357","qatar helping iran silence dissidents world cup","neutral"
"1358","argentina clinch crucial win mexico australia claim first world cup win since","positive"
"1359","world cup political platform competition worlds best countries football","positive"
"1360","world cup qatar unprecedented opportunity raise awareness palestine international stage htt","neutral"
"1361","fifa monday time group e spain vs germany score","neutral"
"1362","israelis act powerguns wildly different mousiness world cup qatar israelis","negative"
"1363","fifa monday time group f croatia vs canada score","neutral"
"1364","kidding tweet eric qatar worst world cup host ever qatar gave javanka b c","negative"
"1365","fans held freedom iran woman life freedom signs world cup match england iran outside","positive"
"1366","well make happen cause believe","positive"
"1367","well said swalwell missing mark big time one despite assurances fifa qa","positive"
"1368","police used teargas football supporters brought havoc centre brussels following moroccos shock world cup","negative"
"1369","fifa date time pm group f belgium vs morocco score","neutral"
